,Unnamed: 0,text,text_negated,text_boosted,text_inhibited,sentiment_id,sentiment,predictions,keys,text_len,predictions_negated,keys_negated,senti_negated,senti_neg_id,pred_emobert_neg,predictions_boosted,predictions_inhibited,pred_emobert,predictions_plut,predictions_n_plut,predictions_b_plut,predictions_i_plut
29,29,"I cannot be happier than I am now.""","I cannot be not happier than I am now.""","I cannot be truly happier than I am now.""","I cannot be less happier than I am now.""",4,Happy,"{'fear': 0.003, 'interest_vigilance': 0.007, 'trust': 0.02, 'distraction': 0.028, 'amazement_surprise': 0.034, 'disgust_loathing': 0.038, 'anticipation': 0.062, 'boredom': 0.062, 'senerity': 0.1, 'acceptance': 0.176, 'joy_ecstasy': 0.512}",['happier'],35,"{'boredom': 0.007, 'fear': 0.014, 'anticipation': 0.029, 'senerity': 0.029, 'joy': 0.033, 'surprise': 0.045, 'interest_vigilance': 0.06, 'distraction': 0.091, 'disgust': 0.191, 'sadness': 0.543}",['happier'],Sad,6,1,"{'boredom': 0.001, 'surprise': 0.003, 'senerity': 0.012, 'anticipation': 0.017, 'interest_vigilance': 0.024, 'fear': 0.04, 'distraction': 0.051, 'disgust': 0.113, 'sadness': 1.4801000000000002}","{'anticipation': 0.004, 'joy': 0.012, 'fear': 0.023, 'senerity': 0.028, 'surprise': 0.058, 'interest_vigilance': 0.062, 'distraction': 0.09, 'disgust': 0.165, 'sadness': 0.4193}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
30,30,One stanza pleased him exceedingly-,One stanza didnt please him exceedingly-,One stanza truly please him exceedingly-,One stanza almost please him exceedingly-,4,Happy,"{'anger': 0.01, 'trust': 0.01, 'acceptance': 0.04, 'admire': 0.15, 'amazement_surprise': 0.182, 'joy_ecstasy': 0.649}",['pleased'],35,"{'fear': 0.016, 'boredom': 0.016, 'trust': 0.025, 'senerity': 0.027, 'interest_vigilance': 0.066, 'distraction': 0.078, 'surprise': 0.095, 'anticipation': 0.104, 'joy': 0.134, 'sadness': 0.181, 'disgust': 0.298}",['exceedingly-'],Sad,6,1,"{'anger': 0.015, 'trust': 0.029, 'acceptance': 0.083, 'amazement_surprise': 0.184, 'admire': 0.207, 'joy_ecstasy': 0.9937}","{'sadness': 0.011, 'senerity': 0.023, 'anger': 0.027, 'boredom': 0.028, 'trust': 0.031, 'disgust_loathing': 0.033, 'anticipation': 0.091, 'amazement_surprise': 0.13, 'admire': 0.14, 'acceptance': 0.208, 'joy_ecstasy': 0.256}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
31,31,The rabbits shivered in their shoes.,The rabbits never shivered in their shoes.,The rabbits totally shivered in their shoes.,The rabbits barely shivered in their shoes.,3,Fearful,"{'senerity': 0.002, 'acceptance': 0.003, 'sadness': 0.007, 'anger': 0.016, 'joy_ecstasy': 0.016, 'amazement_surprise': 0.049, 'boredom': 0.058, 'distraction': 0.073, 'disgust_loathing': 0.114, 'interest_vigilance': 0.187, 'fear': 0.515}",['shivered'],36,"{'sadness': 0.02, 'senerity': 0.025, 'surprise': 0.026, 'disgust': 0.051, 'anticipation': 0.067, 'distraction': 0.069, 'interest_vigilance': 0.091, 'joy': 0.162, 'boredom': 0.193, 'trust': 0.336}",['shivered'],Happy,4,4,"{'admire': 0.008, 'anger': 0.041, 'joy_ecstasy': 0.047, 'boredom': 0.072, 'distraction': 0.098, 'disgust_loathing': 0.106, 'amazement_surprise': 0.157, 'interest_vigilance': 0.176, 'fear': 0.6403000000000001}","{'anger': 0.006, 'senerity': 0.011, 'joy_ecstasy': 0.016, 'acceptance': 0.02, 'boredom': 0.073, 'amazement_surprise': 0.1, 'distraction': 0.102, 'fear': 0.11520000000000002, 'interest_vigilance': 0.156, 'disgust_loathing': 0.173}",4,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
32,32,Pigling Bland refused quite crossly.,Pigling Bland never refused quite crossly.,Pigling Bland purely refused quite crossly.,Pigling Bland barely refused quite crossly.,2,Angry-Disgusted,"{'sadness': 0.001, 'distraction': 0.014, 'trust': 0.029, 'amazement_surprise': 0.035, 'interest_vigilance': 0.039, 'joy_ecstasy': 0.04, 'fear': 0.091, 'boredom': 0.162, 'disgust_loathing': 0.193, 'acceptance': 0.206, 'anger': 0.231}",['refused'],36,"{'senerity': 0.001, 'anticipation': 0.033, 'fear': 0.034, 'boredom': 0.036, 'sadness': 0.04, 'trust': 0.08, 'interest_vigilance': 0.149, 'disgust': 0.199, 'joy': 0.468}",['refused'],Happy,4,3,"{'distraction': 0.01, 'amazement_surprise': 0.033, 'trust': 0.037, 'interest_vigilance': 0.039, 'joy_ecstasy': 0.04, 'fear': 0.083, 'boredom': 0.148, 'acceptance': 0.23, 'anger': 0.233, 'disgust_loathing': 0.3591}","{'distraction': 0.011, 'sadness': 0.018, 'amazement_surprise': 0.033, 'trust': 0.034, 'interest_vigilance': 0.035, 'joy_ecstasy': 0.04, 'disgust_loathing': 0.056400000000000006, 'fear': 0.069, 'boredom': 0.162, 'acceptance': 0.193, 'anger': 0.257}",3,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
33,33,And Mr. McGregor was very angry too.,And Mr. McGregor wasn't very angry too.,And Mr. McGregor was incredibly angry too.,And Mr. McGregor was kindof angry too.,2,Angry-Disgusted,"{'boredom': 0.1, 'disgust_loathing': 0.12, 'fear': 0.135, 'anger': 0.686}",['angry'],36,"{'anticipation': 0.014, 'interest_vigilance': 0.087, 'trust': 0.28800000000000003, 'joy': 0.779}",['angry'],Happy,4,3,"{'disgust_loathing': 0.099, 'boredom': 0.106, 'fear': 0.115, 'anger': 1.3699}","{'disgust_loathing': 0.082, 'fear': 0.098, 'boredom': 0.146, 'anger': 0.4998}",3,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
34,34,"I am the happiest of all creatures.""","I  wasn't the happiest of all creatures.""","I  was the truly happy""","I  was the just enough happy""",4,Happy,"{'interest_vigilance': 0.002, 'distraction': 0.024, 'senerity': 0.027, 'admire': 0.029, 'trust': 0.038, 'disgust_loathing': 0.043, 'anger': 0.046, 'fear': 0.051, 'anticipation': 0.06, 'boredom': 0.061, 'amazement_surprise': 0.078, 'acceptance': 0.216, 'joy_ecstasy': 0.367}",['happiest'],36,"{'boredom': 0.017, 'fear': 0.023, 'senerity': 0.026, 'distraction': 0.053, 'surprise': 0.06, 'trust': 0.061, 'anticipation': 0.08, 'interest_vigilance': 0.093, 'joy': 0.125, 'disgust': 0.217, 'sadness': 0.287}",['happiest'],Sad,6,1,"{'senerity': 0.015, 'trust': 0.075, 'acceptance': 0.078, 'amazement_surprise': 0.166, 'joy_ecstasy': 1.3433}","{'senerity': 0.039, 'amazement_surprise': 0.078, 'trust': 0.109, 'acceptance': 0.109, 'joy_ecstasy': 0.4236}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
35,35,At length his longing was satisfied.,At length his longing was never satisfied.,At length his longing was so satisfied.,At length his longing was kinda satisfied.,4,Happy,"{'anger': 0.006, 'anticipation': 0.011, 'senerity': 0.019, 'amazement_surprise': 0.022, 'boredom': 0.028, 'acceptance': 0.103, 'admire': 0.176, 'joy_ecstasy': 0.676}",['satisfied.'],36,"{'anticipation': 0.011, 'distraction': 0.013, 'joy': 0.024, 'interest_vigilance': 0.032, 'surprise': 0.056, 'disgust': 0.28300000000000003, 'sadness': 0.621}",['satisfied.'],Sad,6,2,"{'senerity': 0.015, 'anger': 0.019, 'boredom': 0.024, 'amazement_surprise': 0.035, 'acceptance': 0.08, 'admire': 0.16, 'joy_ecstasy': 1.2744}","{'anger': 0.001, 'boredom': 0.002, 'trust': 0.005, 'senerity': 0.015, 'anticipation': 0.017, 'amazement_surprise': 0.038, 'acceptance': 0.073, 'admire': 0.141, 'joy_ecstasy': 0.5243}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
36,36,"""He is of no use!"" said the Princess.","""He is of use!"" said the Princess.","""He is of remarkably use!"" said the Princess.","""He is of little use!"" said the Princess.",2,Angry-Disgusted,"{'sadness': 0.013, 'trust': 0.019, 'anticipation': 0.024, 'senerity': 0.044, 'joy_ecstasy': 0.044, 'boredom': 0.056, 'distraction': 0.063, 'amazement_surprise': 0.067, 'acceptance': 0.109, 'interest_vigilance': 0.134, 'fear': 0.14, 'anger': 0.147, 'disgust_loathing': 0.181}","['use!""']",37,"{'admire': 0.002, 'trust': 0.029, 'boredom': 0.052, 'senerity': 0.056, 'distraction': 0.061, 'anticipation': 0.064, 'joy_ecstasy': 0.085, 'amazement_surprise': 0.103, 'fear': 0.109, 'disgust_loathing': 0.109, 'anger': 0.11, 'acceptance': 0.129, 'interest_vigilance': 0.131}","['use!""']",Happy,4,3,"{'anticipation': 0.007, 'boredom': 0.007, 'trust': 0.024, 'acceptance': 0.047, 'joy_ecstasy': 0.295, 'amazement_surprise': 0.66}","{'sadness': 0.021, 'trust': 0.022, 'anticipation': 0.042, 'senerity': 0.042, 'anger': 0.056, 'boredom': 0.063, 'distraction': 0.078, 'joy_ecstasy': 0.079, 'fear': 0.094, 'interest_vigilance': 0.1099, 'disgust_loathing': 0.118, 'acceptance': 0.127, 'amazement_surprise': 0.141}",3,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
37,37,How they terrified the poor duckling!,How they aren't terrified the poor duckling!,How they are substantially terrified the poor duckling!,How they are not much terrified the poor duckling!,3,Fearful,"{'sadness': 0.01, 'joy_ecstasy': 0.019, 'interest_vigilance': 0.037, 'distraction': 0.053, 'boredom': 0.061, 'amazement_surprise': 0.096, 'disgust_loathing': 0.303, 'fear': 0.463}",['terrified'],37,"{'disgust': 0.015, 'sadness': 0.025, 'interest_vigilance': 0.032, 'boredom': 0.047, 'senerity': 0.107, 'anticipation': 0.116, 'joy': 0.233, 'trust': 0.466}",['terrified'],Happy,4,4,"{'acceptance': 0.002, 'sadness': 0.005, 'joy_ecstasy': 0.017, 'interest_vigilance': 0.042, 'boredom': 0.043, 'distraction': 0.066, 'amazement_surprise': 0.114, 'disgust_loathing': 0.261, 'fear': 0.8347}","{'disgust': 0.011, 'sadness': 0.022, 'boredom': 0.034, 'interest_vigilance': 0.046, 'senerity': 0.086, 'anticipation': 0.115, 'joy': 0.277, 'trust': 0.3592}",4,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
38,38,Immediately a great fear fell on her.,Never a fear fell on her.,a tremendous fear fell on her.,a slight fear fell on her.,3,Fearful,"{'anticipation': 0.015, 'joy_ecstasy': 0.021, 'sadness': 0.026, 'distraction': 0.103, 'interest_vigilance': 0.124, 'disgust_loathing': 0.132, 'amazement_surprise': 0.147, 'fear': 0.473}",['fear'],37,"{'interest_vigilance': 0.033, 'sadness': 0.037, 'senerity': 0.061, 'anticipation': 0.065, 'surprise': 0.08, 'disgust': 0.084, 'boredom': 0.121, 'joy': 0.14200000000000002, 'trust': 0.417}",['fear'],Happy,4,4,"{'anticipation': 0.011, 'sadness': 0.029, 'joy_ecstasy': 0.034, 'interest_vigilance': 0.063, 'distraction': 0.11, 'amazement_surprise': 0.158, 'disgust_loathing': 0.181, 'fear': 0.8172}","{'acceptance': 0.018, 'anticipation': 0.019, 'joy_ecstasy': 0.026, 'sadness': 0.037, 'interest_vigilance': 0.081, 'amazement_surprise': 0.082, 'distraction': 0.1, 'disgust_loathing': 0.153, 'fear': 0.3689}",4,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.5, 'sad': 0.5, 'fear': 0.5, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.5, 'fear': 0.5, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.8, 'fear': 0.8, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.3, 'fear': 0.3, 'trust': 0, 'surprise': 0}"
39,39,"""The sun is so warm, I quite enjoy it.","""The sun isn't so warm, I quite enjoy it.","""The sun is bloody warm, I highly enjoy it.","""The sun is kinda warm, I quite enjoy it.",4,Happy,"{'acceptance': 0.022, 'senerity': 0.038, 'amazement_surprise': 0.054, 'admire': 0.086, 'joy_ecstasy': 0.841}","['warm,']",38,"{'anticipation': 0.03, 'distraction': 0.054, 'disgust': 0.18980000000000002, 'sadness': 0.843}","['warm,']",Sad,6,1,"{'disgust_loathing': 0.002, 'trust': 0.006, 'senerity': 0.008, 'boredom': 0.032, 'acceptance': 0.105, 'admire': 0.136, 'anger': 0.464, 'joy_ecstasy': 0.5452999999999999}","{'acceptance': 0.007, 'senerity': 0.055, 'admire': 0.057, 'amazement_surprise': 0.084, 'joy_ecstasy': 0.5866}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 1.4, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 1.4, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 1.4, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.8999999999999999, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
40,40,"This pleased the Lord, and he went in.","This didn't please the Lord, and he went in.","This majorly please the Lord, and he went in.","This slightly please the Lord, and he went in.",4,Happy,"{'anticipation': 0.002, 'fear': 0.011, 'anger': 0.021, 'trust': 0.05, 'amazement_surprise': 0.157, 'admire': 0.175, 'acceptance': 0.225, 'joy_ecstasy': 0.399}",['pleased'],38,"{'trust': 0.018, 'fear': 0.024, 'senerity': 0.034, 'surprise': 0.037, 'anticipation': 0.078, 'distraction': 0.08, 'interest_vigilance': 0.081, 'sadness': 0.084, 'boredom': 0.111, 'joy': 0.23399999999999999, 'disgust': 0.26}","['Lord,']",Sad,6,3,"{'sadness': 0.013, 'distraction': 0.014, 'boredom': 0.042, 'interest_vigilance': 0.047, 'disgust_loathing': 0.078, 'trust': 0.084, 'amazement_surprise': 0.088, 'admire': 0.091, 'senerity': 0.09759999999999999, 'anticipation': 0.111, 'joy_ecstasy': 0.133, 'acceptance': 0.277}","{'boredom': 0.011, 'distraction': 0.014, 'interest_vigilance': 0.022, 'sadness': 0.036, 'admire': 0.062, 'senerity': 0.067, 'amazement_surprise': 0.077, 'disgust_loathing': 0.081, 'anticipation': 0.083, 'trust': 0.088, 'joy_ecstasy': 0.113, 'acceptance': 0.353}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
41,41,"""All went off well,"" answered the cat.","""All went off not well,"" answered the cat.","""All went off unbelievably well,"" answered the cat.","""All went off almost well,"" answered the cat.",4,Happy,"{'anger': 0.003, 'senerity': 0.004, 'boredom': 0.022, 'fear': 0.035, 'disgust_loathing': 0.042, 'trust': 0.056, 'interest_vigilance': 0.078, 'acceptance': 0.188, 'amazement_surprise': 0.257, 'joy_ecstasy': 0.357}","['well,""']",38,"{'distraction': 0.002, 'surprise': 0.056, 'senerity': 0.06, 'sadness': 0.069, 'anticipation': 0.124, 'disgust': 0.129, 'joy': 0.13, 'trust': 0.135, 'interest_vigilance': 0.14, 'boredom': 0.194}","['well,""']",Sad,6,1,"{'interest_vigilance': 0.017, 'anticipation': 0.02, 'anger': 0.023, 'trust': 0.027, 'admire': 0.038, 'fear': 0.052, 'disgust_loathing': 0.068, 'distraction': 0.073, 'boredom': 0.087, 'amazement_surprise': 0.104, 'joy_ecstasy': 0.255, 'acceptance': 0.278}","{'anger': 0.01, 'distraction': 0.014, 'anticipation': 0.018, 'admire': 0.018, 'boredom': 0.051, 'fear': 0.052, 'trust': 0.059, 'disgust_loathing': 0.074, 'interest_vigilance': 0.089, 'acceptance': 0.142, 'joy_ecstasy': 0.224, 'amazement_surprise': 0.23199999999999998}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
42,42,"Ah! now I know what it is to shudder!""","Ah! now I know what it isnt to shudder!""","Ah! now I know what it is utterly shudder!""","Ah! now I know what it is partly shudder!""",4,Happy,"{'senerity': 0.006, 'fear': 0.042, 'joy_ecstasy': 0.051, 'interest_vigilance': 0.054, 'anger': 0.085, 'boredom': 0.115, 'disgust_loathing': 0.132, 'distraction': 0.134, 'amazement_surprise': 0.422}","['shudder!""']",38,"{'surprise': 0.003, 'sadness': 0.041, 'distraction': 0.052, 'boredom': 0.077, 'trust': 0.095, 'interest_vigilance': 0.113, 'senerity': 0.122, 'joy': 0.21100000000000002, 'anticipation': 0.327}","['shudder!""']",Sad,6,3,"{'acceptance': 0.002, 'boredom': 0.03, 'anger': 0.043, 'joy_ecstasy': 0.054, 'disgust_loathing': 0.06, 'distraction': 0.073, 'senerity': 0.09179999999999999, 'amazement_surprise': 0.727}","{'anticipation': 0.008, 'sadness': 0.016, 'admire': 0.02, 'interest_vigilance': 0.04, 'joy_ecstasy': 0.041, 'fear': 0.064, 'boredom': 0.0658, 'anger': 0.07, 'senerity': 0.097, 'distraction': 0.101, 'disgust_loathing': 0.125, 'amazement_surprise': 0.365}",3,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0.5, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0.5, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0.8, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0.3, 'trust': 0, 'surprise': 0}"
43,43,Tom Kitten was getting very frightened!,Tom Kitten was getting nothing frightened!,Tom Kitten was getting soo frightened!,Tom Kitten was getting marginally frightened!,3,Fearful,"{'boredom': 0.008, 'interest_vigilance': 0.052, 'distraction': 0.106, 'amazement_surprise': 0.114, 'disgust_loathing': 0.253, 'fear': 0.507}",['frightened!'],39,"{'interest_vigilance': 0.017, 'senerity': 0.089, 'anticipation': 0.11, 'boredom': 0.138, 'joy': 0.153, 'trust': 0.534}",['frightened!'],Happy,4,4,"{'boredom': 0.034, 'interest_vigilance': 0.042, 'amazement_surprise': 0.114, 'distraction': 0.133, 'disgust_loathing': 0.261, 'fear': 0.8664000000000001}","{'joy_ecstasy': 0.002, 'boredom': 0.002, 'interest_vigilance': 0.072, 'amazement_surprise': 0.112, 'distraction': 0.13, 'disgust_loathing': 0.233, 'fear': 0.3437}",4,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
44,44,"If I were a cock, I should despise her.""","If I were a cock, I should never despise her.""","If I were a cock, I should thoroughly despise her.""","If I were a cock, I should partly despise her.""",2,Angry-Disgusted,"{'fear': 0.007, 'boredom': 0.02, 'sadness': 0.032, 'disgust_loathing': 0.317, 'anger': 0.666}",['despise'],40,"{'interest_vigilance': 0.02, 'joy': 1.0210000000000001}",['despise'],Happy,4,3,"{'fear': 0.006, 'boredom': 0.016, 'sadness': 0.026, 'disgust_loathing': 0.5868, 'anger': 0.667}","{'fear': 0.003, 'boredom': 0.017, 'sadness': 0.027, 'disgust_loathing': 0.2506, 'anger': 0.635}",3,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
45,45,Jemima complained of the superfluous hen.,Jemima never complained of the superfluous hen.,Jemima totally complained of the superfluous hen.,Jemima almost complained of the superfluous hen.,2,Angry-Disgusted,"{'admire': 0.002, 'joy_ecstasy': 0.026, 'acceptance': 0.038, 'anticipation': 0.04, 'interest_vigilance': 0.04, 'anger': 0.05, 'distraction': 0.055, 'amazement_surprise': 0.072, 'sadness': 0.094, 'fear': 0.112, 'boredom': 0.193, 'disgust_loathing': 0.32}",['complained'],41,"{'distraction': 0.028, 'boredom': 0.029, 'sadness': 0.046, 'senerity': 0.05, 'trust': 0.052, 'anticipation': 0.069, 'surprise': 0.075, 'disgust': 0.14, 'interest_vigilance': 0.233, 'joy': 0.319}",['complained'],Happy,4,3,"{'admire': 0.009, 'joy_ecstasy': 0.029, 'interest_vigilance': 0.032, 'acceptance': 0.054, 'anticipation': 0.057, 'fear': 0.06, 'sadness': 0.063, 'anger': 0.08, 'amazement_surprise': 0.088, 'distraction': 0.09, 'boredom': 0.248, 'disgust_loathing': 0.4408}","{'admire': 0.003, 'joy_ecstasy': 0.029, 'anticipation': 0.037, 'interest_vigilance': 0.038, 'acceptance': 0.045, 'fear': 0.06, 'distraction': 0.065, 'sadness': 0.071, 'amazement_surprise': 0.076, 'anger': 0.084, 'boredom': 0.229, 'disgust_loathing': 0.2432}",3,"{'anger': 0.5, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.5, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0.5, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.5, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0.9, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.9, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0.6, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0.6, 'fear': 0, 'trust': 0, 'surprise': 0}"
