,Unnamed: 0,text,sentiment,sentiment_id
523,273,Eye on cosmos is lost to short circuit on hubble,sadness,4
524,274,Too young for this: facing cancer under 40,sadness,4
525,275,Unilever group names new chairman,joy,3
526,276,Minister slams airlines on carbon,anger,0
527,277,Rare optimism as North Korea talks reach crossroads,joy,3
528,278,Man beheaded in southern Thailand,sadness,4
529,279,China's 'nightmare scenario',fear,2
530,280,Annual diving contest in South Korea proves a chilly challenge,surprise,5
531,281,Blair says he regrets delays in British soldier's inquest,sadness,4
532,282,Iraqi forces detain official suspected in Shia conspiracy,fear,2
533,283,Wellcome awards anti-fat research,joy,3
534,284,Fingers crossed for North Korea,joy,3
535,285,"No intention of war with Iran, US says",joy,3
536,286,What Newsom faces in aftermath of scandal,fear,2
537,287,Maggie Gyllenhaal's Globes babysitter: Mom,joy,3
538,288,"As inflation soars, Zimbabwe economy plunges",sadness,4
539,289,Pledge: I was abused in frat hazing,disgust,1
540,290,Experts: Fear likely shackled boy,fear,2
541,291,What's behind the chopper crashes in Iraq,fear,2
542,292,"Freed Muslim terror suspect says Britain is ""police state""",fear,2
543,293,Blair apologises over friendly fire inquest,sadness,4
544,294,Depp 'to make Litvinenko movie',joy,3
545,295,Why gas follows oil up but not down,surprise,5
546,296,"'Cravings' still there, sez Tara",joy,3
547,297,Bill would strip convicted legislators of pensions,sadness,4
548,298,Bears watch as lead slips away,sadness,4
549,299,"In clue to addiction, brain injury halts smoking",surprise,5
550,300,"In rigorous test, talk therapy works for panic disorder",joy,3
551,301,Rice: U.S. won't pull plug on Iraq,joy,3
552,302,"On road to Kosovo independence, a warning: go slow",fear,2
553,303,Mistrial for officer who refused to go to Iraq,sadness,4
554,304,Rebels to join Nepal parliament,surprise,5
555,305,"EMI warns on profits, boss goes",fear,2
556,306,Subway collapse caught on camera,sadness,4
557,307,Stinky but true: men's sweat is made for love,surprise,5
558,308,"POLITICS-US: reprieve for officer who denounced ""Immoral War""",joy,3
559,309,Hunters stalk world's tallest trees,sadness,4
560,310,Fuel spill may lead to missing jet,fear,2
561,311,"Sri Lanka floods displace 60,000",sadness,4
562,312,"Justin Timberlake, Cameron Diaz announce split",sadness,4
563,313,Iran to hit US interests if attacked,fear,2
564,314,Israel says hopes to keep Lebanon border calm,joy,3
565,315,Cisco sues Apple over iPhone name,anger,0
566,316,Two Palestinians killed near fence,sadness,4
567,317,EarthLink CEO dies at age 49,sadness,4
568,318,"A star dies, a family feud is born",sadness,4
569,319,"Carter was a disaster, said Ford",anger,0
570,320,Super Bowl MVP Manning insists he's one of the guys,joy,3
571,321,Personal health: the importance of knowing what the doctor is talking about,fear,2
572,322,Israel's Peretz urges halt to contentious Jerusalem construction,anger,0
573,323,Peter Jackson will never work for me again,anger,0
574,324,U.S. keeps Iran options open,joy,3
575,325,European shares hit fresh highs,joy,3
576,326,"For women, nothing's like the smell of men's sweat",surprise,5
577,327,Looking beyond the iPhone,surprise,5
578,328,Freed kidnap suspect: my terror at police raid,fear,2
579,329,"Far away, Super Bowl's losers will be champs",joy,3
580,330,Woman dies after water binge,sadness,4
581,331,Mancuso sparks U.S. celebrations,joy,3
582,332,ASEAN urges North Korea resolution,fear,2
583,333,Late penalty costs Roma the points,sadness,4
584,334,Mistrial declared in teacher-student rape case,sadness,4
585,335,'Bookworm Adventures' wordsmith's joy,joy,3
586,336,Kylie's love split,sadness,4
587,337,iPod good for video games,joy,3
588,338,Review: virtual 'American Idol' hits right notes,joy,3
589,339,Leo battles himself,joy,3
590,340,Attorneys point fingers in fight between Ryan O'Neal and son,anger,0
591,341,John Grisham set for court drama,fear,2
592,342,"Bill Gates and Craig Mundie: vista is Secure, employees are not",surprise,5
593,343,Iraqis fault delayed U.S. plan in attack,anger,0
594,344,Boy Scouts blamed for starting wildfire,fear,2
595,345,China urges UN action on N Korea,fear,2
596,346,"Scorpion on a plane, a pantful of pain",fear,2
597,347,Male sweat boosts women's hormone levels,surprise,5
598,348,Mbeki on the big visit from the Chinese,surprise,5
599,349,French right nominates Sarkozy,joy,3
600,350,"Israeli, Lebanese clash on border",fear,2
601,351,North Korea claims nuclear test,fear,2
602,352,Talks begin on Somalia peacekeepers,joy,3
603,353,Action games improve eyesight,surprise,5
604,354,"A small part of the brain, and its profound effects",surprise,5
605,355,IDF shells Lebanese Army positions across northern border,fear,2
606,356,Thailand: missing 25 years after taking wrong bus,sadness,4
607,357,Ballerina sparks anti-fascist row,anger,0
608,358,Internet boom in China is built on virtual fun,joy,3
609,359,Review: PS3 pricey but impressive,joy,3
610,360,Machinery orders drive Asia upward,joy,3
611,361,'Lost's' Fox: 'I'm a liar and a cheat',disgust,1
612,362,Russia to strengthen its military muscle,fear,2
613,363,"At Libby trial, Russert of NBC gives and gets",fear,2
614,364,North Korea ready to discuss first steps to nuclear resolution,joy,3
615,365,Victim: Gunman bought drink after shooting,surprise,5
616,366,Ferrer victorious in Spanish duel,joy,3
617,367,UK workers on alert for letter bombs,fear,2
618,368,Did NASA accidentally kill life on Mars?,surprise,5
619,369,"New vaccine for cervical cancer could prove useful in men, too",joy,3
620,370,Search on for victims of subway collapse,sadness,4
621,371,Human error caused Helios crash,sadness,4
622,372,US to prod NATO allies for more troops to defeat Taliban,fear,2
623,373,Microsoft supports OpenID authentication standard,joy,3
624,374,No buyer in sight for Napster,sadness,4
625,375,"Briefly: preloaded iPods, Wal-Mart movies, Apple stores",joy,3
626,376,China says rich countries should take lead on global warming,sadness,4
627,377,North Korea may begin to dismantle nukes,joy,3
628,378,Tracking down hi-tech crime,joy,3
629,379,Barack Obama formally announces bid for president,joy,3
630,380,Kidnappers seize two in Nigeria,fear,2
631,381,"Indonesia may sell, not give, bird flu virus to scientists",fear,2
632,382,"Attack video saddens ""friendly fire"" widow",sadness,4
633,383,Europe retain trophy with big win,joy,3
634,384,Cutting edge accessories for digital music players,joy,3
635,385,Ice storm descends on central U.S.,fear,2
636,386,Snow brings travel misery to England,sadness,4
637,387,"Indonesia flood forces 340,000 from homes",sadness,4
638,388,Iraqi health minister seized in raid ,surprise,5
639,389,Ice storm brings chaos in U.S.,fear,2
640,390,Stinky flower mystery solved,joy,3
641,391,Congressman rebukes U.S. allies for lack of support in Afghanistan ,anger,0
642,392,Roddick overcomes Federer in final,joy,3
643,393,Prehistoric Romeo and Juliet discovered,joy,3
644,394,Donald and Goydos share Sony lead,joy,3
645,395,U.S. and Iraqis are wrangling over war plans,fear,2
646,396,Sea search for missing Microsoft scientist,sadness,4
647,397,Iran to Hit US Interests if Attacked,fear,2
648,398,Blair: Terror battle will be long,fear,2
649,399,Bear cub returned to the wilderness,joy,3
650,400,Carrefour sales growth falls short,sadness,4
651,401,"Allied with democrats, Lieberman easily aligns with Republicans",surprise,5
652,402,"In the Rockies, pines die and bears feel it",sadness,4
653,403,Iran to strike US interests if attacked,fear,2
654,404,"Nipple covers, other star secrets",disgust,1
655,405,Apple: no iTunes for you if you have Vista!,surprise,5
656,406,Smokestacks in a white wilderness divide Iceland,sadness,4
657,407,That'll cost ya,anger,0
658,408,Botched hangings in Iraq speed sectarianism,fear,2
659,409,Male sweat raises female hormones,surprise,5
660,410,7 GOP senators to force debate on troops in Iraq,joy,3
661,411,Bangladesh ends curfew amid unrest,joy,3
662,412,Italy's dispute with US over Iraq shooting,anger,0
663,413,Here come the Globes!,joy,3
664,414,Snow causes transport chaos in Britain,sadness,4
665,415,Snow causes airport closures in Britain,sadness,4
666,416,"Second opinion: girl or boy? as fertility technology advances, so does an ethical debate",surprise,5
667,417,Heavy snow causes travel chaos and shuts schools,fear,2
668,418,Barbaro's legacy: saving other horses,joy,3
669,419,Luxury digs in South Carolina's Lowcountry,joy,3
670,420,Dozens killed in Baghdad bombing,sadness,4
671,421,Ice storms kill 21 across nation,sadness,4
672,422,De Villiers takes over Dakar lead,joy,3
673,423,Vietnam becomes WTO's 150th member,joy,3
674,424,South African trio share advantage,joy,3
675,425,Observatory: poison begets poison,fear,2
676,426,Action intensity boosts vision,joy,3
677,427,Why the smell of a man's armpit is a turn-on,surprise,5
678,428,Nokia 5300 Xpress Music,joy,3
679,429,"Dell to cut bonuses, trim management",sadness,4
680,430,"Second drop in cancer deaths could point to a trend, researchers say",surprise,5
681,431,TV game shows go interactive,joy,3
682,432,Boy missing since 2002 found alive,joy,3
683,433,"US, North Korea signed nuclear memo",joy,3
684,434,Russia honors Sputnik designer,joy,3
685,435,"In Kenya's capital, a sense that danger is ever stronger",fear,2
686,436,"Bill, thanks for the RSA memories... and laughs",joy,3
687,437,Friendly fire pilot 'experienced',sadness,4
688,438,MySpace welcomes French friends,joy,3
689,439,Airlines: UK airport runway unsafe,fear,2
690,440,The amounts you have to pay for a bomb scare,fear,2
691,441,"In Egypt, Rice speaks softly",joy,3
692,442,"Weekly Nielsen Yvonne De Carlo, 'Munsters' star, dead",sadness,4
693,443,Senate votes to revoke pensions,sadness,4
694,444,EarthLink CEO dies at age 49,sadness,4
695,445,Software giant SAP misses target,sadness,4
696,446,Vital signs: mental abilities: folic acid may improve thinking skills,surprise,5
697,447,De Villiers stretches overall lead,joy,3
698,448,Families celebrate return of sons,joy,3
699,449,China detains 2 after body parts found in mail,fear,2
700,450,North Korea ready to discuss nuke disarmament,joy,3
701,451,"For women, nothing's like the smell of men's sweat",surprise,5
702,452,Nadal wants Australian Open crown,joy,3
703,453,Beijing journal: Olympic construction unearths ancient treasure trove,joy,3
704,454,"Chinese president arrives in Mozambique, African tour nearly over",joy,3
705,455,Reclusive 'Mockingbird' author attends show,joy,3
706,456,"Asia near pact on energy, security",joy,3
707,457,Philippine anti-terror law delayed until June,fear,2
708,458,Ex-suspect slams anti-terror laws,anger,0
709,459,Study detects a gene linked to Alzheimer's,joy,3
710,460,Panda cub makes her debut,joy,3
711,461,Harris haul puts South Africa on top,joy,3
712,462,Weight-loss drug to be sold over the counter,joy,3
713,463,Beckham outlines reasons for move,joy,3
714,464,Study finds gritty air raises heart disease risk in older women,surprise,5
715,465,"Venezuela, Iran fight U.S. dominance",anger,0
716,466,'Housewives' star Marcia Cross on bed rest,sadness,4
717,467,Blog: Here come the Globes!,joy,3
718,468,Greek police hunt embassy attackers,anger,0
719,469,Apple warns iTunes users to wait on Vista,surprise,5
720,470,Tsunami fears ease after quake,fear,2
721,471,China considers Eurobond reserves,joy,3
722,472,Underarm bowls them over,surprise,5
723,473,At least 130 die as blast levels Baghdad market,sadness,4
724,474,New McCain team made attack ads he once faulted,anger,0
725,475,Deaths as bird flu flares in Asia,fear,2
726,476,"Hamas, Fatah leaders pledge to meet until they reach agreement",joy,3
727,477,Officers had 'rapport' with alleged abductor,disgust,1
728,478,No e-Book for Harry Potter VII,sadness,4
729,479,Review: Nokia 5300 Xpress Music,joy,3
730,480,'Can't do this anymore'? Not Jack,surprise,5
731,481,Black hole triplets spotted,surprise,5
732,482,Israel weighs old city project webcast,surprise,5
733,483,Indonesian bird flu deaths hit 61,sadness,4
734,484,Somali refugees cut off from aid,sadness,4
735,485,Microsoft downplays Vista speech-recognition hack,joy,3
736,486,Next island hot spot: St. Lucia,joy,3
737,487,Italy to hold no-show trial of Bronx GI in Iraq slay,anger,0
738,488,Rescued boys parents hail 'miracle',joy,3
739,489,Canadians tracked in child porn ring,disgust,1
740,490,Teen hacks Venezuelan government Web sites,surprise,5
741,491,"Russia plans new ICBMs, nuclear subs",fear,2
742,492,Gere cheers sex workers in AIDS fight,joy,3
743,493,Study: Male sweat causes female hormones to rise,surprise,5
744,494,Collision on icy road kills 7,sadness,4
745,495,Surprise: China cuts price of gas,joy,3
746,496,What the Godfather of Soul meant to me,joy,3
747,497,New Mars orbiter spots Pathfinder landing site,joy,3
748,498,Mass Venezuela opposition rally,anger,0
749,499,Glamour -- and 'Borat' -- at Golden Globes,joy,3
750,500,Terror officials see Al Qaeda chiefs regaining power,fear,2
751,501,"Ivrea journal: In Italian town, a civics lesson from pelting neighbors",surprise,5
752,502,Iraqi sunni lands show new oil and gas promise,joy,3
753,503,Princess and heir of Franz Ferdinand fights to repeal a law and gain a castle,joy,3
754,504,"A film star in Kampala, conjuring aminos ghost",fear,2
755,505,Militants attack U.S. base in Iraq,fear,2
756,506,North Africa feared as staging ground for terror,fear,2
757,507,"Iran says Sunnis, using Pakistan as base, planned fatal bombing",fear,2
758,508,Anglicans rebuke U.S. branch on same-sex unions,anger,0
759,509,Homemade bombs kill 65 on Indian train,sadness,4
760,510,Al Qaeda chiefs are seen to regain power,fear,2
761,511,Chvez threatens to jail violators of price controls,anger,0
762,512,Bush declares Iran's arms role in Iraq is certain,fear,2
763,513,Accord on North Korea is announced,joy,3
764,514,U.S. says powerful Iraqi cleric is living in Iran,fear,2
765,515,"Baghdad plan is a success, Iraq prime minister tells Bush",joy,3
766,516,Iraqi sunni lands show new oil and gas promise,joy,3
767,517,"Dispute over Iraqi cleric, said to have gone to Iran",anger,0
768,518,Planning seen in Iraqi attacks on U.S. copters,fear,2
769,519,"In the world of life-saving drugs, a growing epidemic of deadly fakes",sadness,4
770,520,Basics: a mammal in winter with a furnace of her own,surprise,5
771,521,"Books on science: The problems in modeling nature, with its unruly natural tendencies",surprise,5
772,522,Believing scripture but playing by science's rules,surprise,5
773,523,"A familiar and prescient voice, brought to life",joy,3
774,524,Findings : A cool $25 million for a climate backup plan,surprise,5
775,525,Call it serendipity: a missing piece of Washington's war tent is found,joy,3
776,526,"Free Will: Now you have it, now you don't",surprise,5
777,527,Archaeologists find signs of early chimps' tool use,surprise,5
778,528,Wizardry at Harvard: physicists move light,surprise,5
779,529,The summit - a slap in the face of the Palestinians,disgust,1
780,530,Moscow says Palestine-Israeli contacts key to Mideast peace,joy,3
781,531,Mideast summit edns with little progress,sadness,4
782,532,India decries 'an act of sabotage',fear,2
783,533,Pakistan-India peace talks planned despite bombings,joy,3
784,534,"Czechs, Poles get missile warning",fear,2
785,535,Russia warns US against missile bases in East Europe,fear,2
786,536,"Cheney starts visit to Japan, Australia",joy,3
787,537,China: Cheney shores up the trilateral alliance,joy,3
788,538,Iraq insurgents attack US base,fear,2
789,539,US soldiers die in day of violence,sadness,4
790,540,Iraqi suicide attack kills two US troops as militants fight purge,sadness,4
791,541,Iran reneges on nuclear payments to Russia,fear,2
792,542,Top Colombia official resigns,sadness,4
793,543,Colombia FM resigns after relatives' arrests for militia links,sadness,4
794,544,Foreign minister of Colombia quits in scandal,disgust,1
795,545,New Zealand unlikely to allow crippled Japanese whaler,sadness,4
796,546,Damaged Japanese whaling ship may resume hunting off Antarctica,sadness,4
797,547,Japanese whaling ship won't accept help,disgust,1
798,548,Iran top N-envoy heads for Vienna for nuke talks,joy,3
799,549,Victims of Air India still wait for justice,sadness,4
800,550,Kanishka bombing case: Inquiry judge threatens to quit,disgust,1
801,551,Judge threatens to shut down Air-India inquiry,anger,0
802,552,Royal rescues presidential hopes with commanding performance,joy,3
803,553,Royal seeks to revive French bid,joy,3
804,554,Sarkozy comfort zone offers a royal opportunity,joy,3
805,555,"Hicks first in line for trial, Bush says",fear,2
806,556,Australia tells Bush to speed up Guantanamo trial,surprise,5
807,557,Howard presses Bush on terror suspect,fear,2
808,558,France ends toxic alert at Canadian embassy in Paris,fear,2
809,559,Paris police investigate package at Canadian embassy,fear,2
810,560,False alarm at Canadian embassy in Paris,fear,2
811,561,Afghan forces retake town that was overrun by Taliban,joy,3
812,562,Taliban seize rural district in southwest as police flee,fear,2
813,563,Afghan poppy war alienates farmers,sadness,4
814,564,Will North Korea honor pledge this time?,joy,3
815,565,Kim Jong-il bans Japanese cars in North Korea,surprise,5
816,566,Iran vs. North Korea: not all enemies are equal,anger,0
817,567,Catholic archbishop outlines Anglican merger hopes,joy,3
818,568,Anglican and Catholic churches could merge,joy,3
819,569,US helicopter crash kills 8 troops in Afghanistan,sadness,4
820,570,Eight US soldiers killed in Zabul helicopter crash,sadness,4
821,571,Arroyo lauds passage of anti-terror bill,joy,3
822,572,House passes anti-terrorism measure Manila,joy,3
823,573,Livingstone's transport empire may extend,joy,3
824,574,"London is pace-setter on congestion toll, says mayor",joy,3
825,575,Protest greets congestion charge's westward push,anger,0
826,576,"Thailand attacks kill three, injure 70",sadness,4
827,577,Thai Govt moves to smooth over relations with south,joy,3
828,578,Bombings say Muslim rebels won't negotiate,fear,2
829,579,Roots of autism more complex than thought,surprise,5
830,580,Largest ever autism study identifies two genetic culprits,surprise,5
831,581,Canadian breakthrough offers hope on autism,joy,3
832,582,Beware of peanut butter pathogens,fear,2
833,583,Experts offer advice on salmonella,joy,3
834,584,Experts issue new heart disease guidelines for women,joy,3
835,585,"For women, aspirin a day could keep stroke away",joy,3
836,586,High cholesterol raises stroke risk healthy women,fear,2
837,587,Cooked chicken breasts join tainted-food recalls,fear,2
838,588,Ready to eat chicken breasts recalled due to suspected listeria,fear,2
839,589,Fully-cooked chicken strips recalled ,surprise,5
840,590,Committee debates cancer vaccine plan,surprise,5
841,591,Stop cancer with a shot,joy,3
842,592,1 mln birds to be vaccinated from bird flu near Moscow,joy,3
843,593,Thousands tested after Russian H5N1 outbreak,fear,2
844,594,"Russian bird flu outbreak is deadly ""Asian strain""",fear,2
845,595,Bernard Matthews to lay off up to 500 workers,sadness,4
846,596,Matthews lays off 130 turkey workers,sadness,4
847,597,Reopening bird flu-hitfactory ignores risks - poultryman,fear,2
848,598,Goodbye to girlhood,sadness,4
849,599,Media cited for showing girls as sex objects,anger,0
850,600,Sexualisation 'harms' young girls,anger,0
851,601,A shot in the arm,fear,2
852,602,Thousands line up to get late flu shots,fear,2
853,603,King county offering some free flu vaccines,joy,3
854,604,Bush vows cooperation on health care,joy,3
855,605,Health returns as hot issue in '08 race,joy,3
856,606,Small-business owners find Bush health plan appealing,joy,3
857,607,Pediatricians say more cord blood is needed now,fear,2
858,608,Whether to save cord blood can be puzzle for parents,surprise,5
859,609,Retinal implant helping blind people see again,joy,3
860,610,"Indonesia ""will not share"" flu samples",surprise,5
861,611,Health Canada issues advice on canned tuna,fear,2
862,612,Cholesterol link in diabetes study,sadness,4
863,613,Pig cells hope for diabetes cure,surprise,5
864,614,Sick hearts switch on a fetal gene,surprise,5
865,615,Foetal mechanism helps heart failure,surprise,5
866,616,"Planned cesareans not risk-free, group warns",fear,2
867,617,Scientists tout cocoa's health benefits,joy,3
868,618,Feeding your brain: new benefits found in chocolate,joy,3
869,619,Some cocoa may improve brain blood flow,joy,3
870,620,Lawyer for deceased Nazi-era collaborator Papon vows to bury him ,anger,0
871,621,"Cocoa could be antidote to age-related diseases, says new study",joy,3
872,622,China denies reports of North Korean apology,surprise,5
873,623,Hungarian opposition calls for vote after violence escalates,anger,0
874,624,AU regrets Sudan's expulsion of UN envoy ,sadness,4
875,625,Bush officials: no big move in Iraq plan ,fear,2
876,626,Opponent is put on the spot over remarks about Clinton,surprise,5
877,627,House ethics panel talks to Hastert aide,joy,3
878,628,BellSouth says profit rises 30% on cingular earnings,joy,3
879,629,Enron boss gets 24-year sentence,sadness,4
880,630,Sony apologizes for battery recall,joy,3
881,631,Google unveils do-it-yourself search engine,joy,3
882,632,Firefox 2.0 hits the Web,joy,3
883,633,Oracle World opens with Dell unveiling AMD-powered computers,joy,3
884,634,Seahawks' QB Hasselbeck out 2-4 weeks,sadness,4
885,635,Marathon winner released from hospital ,joy,3
886,636,Punter charged with stabbing asks to live outside state,anger,0
887,637,Allmendinger joining Toyota team in NASCAR ,joy,3
888,638,Trying to assess the damage in Cleveland ,sadness,4
889,639,Bryant's boot may have salvaged Bucs' season,joy,3
890,640,This week in auto racing October 27 - October 29,joy,3
891,641,Merriman violation stuns ex-teammate,surprise,5
892,642,Bruce revells in upset,anger,0
893,643,Steelers' Roethlisberger has concussion,sadness,4
894,644,Arthurs upsets Robredo in first round at the St. Petersburg Open,surprise,5
895,645,Mbeki: 2010 World Cup Planning on Track,joy,3
896,646,Clinical Everton show Moyes means business,joy,3
897,647,MS Adds Office 2007 to Vista Coupon Program,joy,3
898,648,One search does not fit all,surprise,5
899,649,Apple's dark secret? The 39% claim,surprise,5
900,650,Bad weather cancels men's downhill,sadness,4
901,651,Cool millions for YouTube founders,joy,3
902,652,"London market a shopping, dining haven",joy,3
903,653,'Jackass' star marries childhood friend The secrets people reveal,joy,3
904,654,Audio Slide Show: A love story lasting 61 years,joy,3
905,655,Microsoft to release next generation phone,joy,3
906,656,Body Shop's Roddick has Hepatitis C,sadness,4
907,657,Teen allegedly armed by mom turns self in,fear,2
908,658,Oxfam: action needed for Chad,joy,3
909,659,Violence continues at disputed holy site,sadness,4
910,660,Storm leaves behind major travel troubles,sadness,4
911,661,3 U.S. troops killed hunting weapons cache,sadness,4
912,662,China's 'Friends' highlights Web freedoms,joy,3
913,663,NATO: Afghanistan peace 'by 2009',joy,3
914,664,Alaska's northern lights captivate Japanese,joy,3
915,665,Smith can't be buried until hearing,sadness,4
916,666,Spacewalker sets new U.S. record,joy,3
917,667,Fortune: India the Superpower? Think again,surprise,5
918,668,Kerry blasts 'escalation of misguided war',anger,0
919,669,Anna Nicole claimant: A prince of a guy?,surprise,5
920,670,'Ronnie' and Eto'o hug and make up,joy,3
921,671,Best of the Chicago Auto Show,joy,3
922,672,"'Grey's,' 'Betty,' 'Scrubs' get boost",joy,3
923,673,Massive mud traps dozens of families,sadness,4
924,674,"Edwards blogger quits, becomes journalistic martyr",surprise,5
925,675,Town packs gym to mourn 10 killed in fire,sadness,4
926,676,Spain ahead although Nadal is out,joy,3
927,677,ECB holds rates at 3.5 percent,joy,3
928,678,Iran rejects US claims of supplying weapons in Iraq,fear,2
929,679,Jakarta begins disinfection,joy,3
930,680,"Rowling 'heartbroken,' 'euphoric' at 'Potter's' end",sadness,4
931,681,Apple revs up Mac attacks on Vista,disgust,1
932,682,Fear hinders black marrow donation,fear,2
933,683,Texan allegedly joined Somalia rebel plot,anger,0
934,684,"U.S. to allow 7,000 Iraqi refugees",joy,3
935,685,Japan: Whaling activists 'terrorists',fear,2
936,686,'Hannibal' bites the big one,surprise,5
937,687,Women protest Pakistan demolition,anger,0
938,688,Wii news for gamers,joy,3
939,689,Democrats look beyond symbolic vote on Iraq,joy,3
940,690,Portugal to vote on abortion laws,surprise,5
941,691,Frustration rises as North Korea nuclear talks stall,fear,2
942,692,Horse teeth give details of ancient big chill,surprise,5
943,693,Scam lures victims with free puppy offer,surprise,5
944,694,Two Koreas to resume talks,joy,3
945,695,Mickelson driving force at masters,joy,3
946,696,England opt for Bopara over Loye,joy,3
947,697,Create own 'Thrillville' for a wild ride,joy,3
948,698,Edwards' campaign blogger quits amid Catholic controversy,surprise,5
949,699,Judge: Preserve Anna Nicole's body,sadness,4
950,700,"Dolphins, sea lions may report for duty soon",joy,3
951,701,Nasdaq-LSE battle nears deadline,fear,2
952,702,A personal plea for HPV vaccine plan,joy,3
953,703,U.S. opens door for Iraqi refugees,joy,3
954,704,Swiss plane crashes at Moscow airport,sadness,4
955,705,Study: napping might help heart,joy,3
956,706,MySpace sales surging,joy,3
957,707,"Telecoms giant slashes 12,500 jobs",sadness,4
958,708,Air France KLM profit rises,joy,3
959,709,Uganda parliament votes to send troops to Somalia,fear,2
960,710,King and queen reign at British film awards,joy,3
961,711,Murphys rule box office with 'Norbit',joy,3
962,712,Thousands rally in Lebanon,fear,2
963,713,Yahoo's mission quest,joy,3
964,714,Area should get 3-5 inches of snow today,joy,3
965,715,Miss Brazil wins lawsuit competition,joy,3
966,716,"Snow wreaks havoc in East, Midwest",sadness,4
967,717,The secrets people reveal,surprise,5
968,718,Research supports medicinal marijuana,surprise,5
969,719,All African amputee football games kick off,joy,3
970,720,Group: Video shows chopper go down,sadness,4
971,721,Sale of Chrysler possible,joy,3
972,722,Russia condemns terrorist acts on buses outside Beirut,sadness,4
973,723,Technology may save India's river dolphins,joy,3
974,724,Airbus A380 superjumbo takes off,joy,3
975,725,Naps are great for chaps,joy,3
976,726,Female astronaut sets record,joy,3
977,727,Corn stoves popping up in U.S. homes,surprise,5
978,728,Iraq closes borders with Syria and Iran,sadness,4
979,729,The troubling ending of 'The Departed',sadness,4
980,730,Vietnamese bank plans IPO listing,joy,3
981,731,Toyota's Scion parks in Second Life,surprise,5
982,732,Obama will run in 2008,joy,3
983,733,'Cagney and Lacey' finally coming to DVD,joy,3
984,734,Merkel: Stop Iran,fear,2
985,735,Salt Lake City mall shooter was teenager,sadness,4
986,736,Female astronaut sets record,joy,3
987,737,Oil holds at $58,joy,3
988,738,Obama announces presidential bid,joy,3
989,739,Tell your boss: Naps are good for you,joy,3
990,740,Serbia rejects United Nation's Kosovo plan,anger,0
991,741,Amish discuss shootings,sadness,4
992,742,"Jail me, I ate Ivory Coast chocolate",surprise,5
993,743,Can North Korea be trusted?,fear,2
994,744,Tourism lags in Bush's hometown,sadness,4
995,745,Astronaut's arrest tests NASA's mettle,surprise,5
996,746,Man gets second chance at space ride,joy,3
997,747,"Go ahead, take a nap, science says",surprise,5
998,748,Weekly Nielsen will 'Lost' find its way back?,joy,3
999,749,Brith Airways baggage charges cause confusion,surprise,5
1000,750,Indonesian with bird flu dies,sadness,4
1001,751,St. Louis poised for entertainment upswing,joy,3
1002,752,New York City may ban iPods while crossing street,surprise,5
1003,753,Boy allegedly told to kill by mom gives up,sadness,4
1004,754,Gray wolves off endangered list,joy,3
1005,755,Vista's hyped security will be tested,joy,3
1006,756,UK police slammed over terror raid,fear,2
1007,757,Mogadishu residents flee blasts,fear,2
1008,758,Bomb kills 18 on military bus in Iran,sadness,4
1009,759,"'WarioWare,' Wii make perfect fit",joy,3
1010,760,U.S. at odds with cleric's aide,fear,2
1011,761,Desperate Iraqi mother relies on militia for help,sadness,4
1012,762,Full details of the EU report on Iran,surprise,5
1013,763,Singer on Cowell: Glad he was mean,joy,3
1014,764,Jones faces Europe meetings snub,sadness,4
1015,765,Beckham goal helps Real snatch win,joy,3
1016,766,Guinea: Plan offices close as country declares emergency,fear,2
1017,767,Japan's economy grows,joy,3
1018,768,United Nations peacekeepers raid Haitian slum,joy,3
1019,769,Work starts on Arctic seed vault,joy,3
1020,770,Social networking goes mobile,joy,3
1021,771,"Beauticians cut, curl, offer stroke-prevention info",joy,3
1022,772,"Siesta cuts risk of heart disease death, study finds",surprise,5
1023,773,Thomas Cook to merge with MyTravel,joy,3
1024,774,Nap your way to a successful career,joy,3
1025,775,Village buried by 100 inches of snow,sadness,4
1026,776,Oprah announces new book club pick,joy,3
1027,777,The science of love ... and lust,joy,3
1028,778,"Northeaster cancels flights, shuts schools",sadness,4
1029,779,Napping may be good for your heart,joy,3
1030,780,Ryan O'Neal injured son's girlfriend,sadness,4
1031,781,Chrysler's Valentine's Day massacre,sadness,4
1032,782,Madrid bombings trial begins,fear,2
1033,783,Fight starts over HPV vaccine,disgust,1
1034,784,Autos drive European gains,joy,3
1035,785,James Brown's partner can get her things,joy,3
1036,786,Auto show canceled,sadness,4
1037,787,UK luxury maker Burberry: 'Made in China'?,surprise,5
1038,788,On-the-job naps might cut heart risk,joy,3
1039,789,"No. 1 Florida survives Rupp Arena, streak hits 16",joy,3
1040,790,J.K. Rowling marks spot of 'Potter's' end,sadness,4
1041,791,Gronholm takes a commanding lead,joy,3
1042,792,Howard slams Obama on Iraq policy,anger,0
1043,793,Manila hints at ransom approval,sadness,4
1044,794,Champion Murray too good for Kim,joy,3
1045,795,"G7: Yen skates by, yuan singled out",sadness,4
1046,796,Gunman 'was Srebrenica survivor',surprise,5
1047,797,Cutting through the clutter to get things done,joy,3
1048,798,Mother: Lohan is doing 'great' in rehab,joy,3
1049,799,Who's going to win at the Grammys?,joy,3
1050,800,"Libby defense upsets judge, rests",surprise,5
1051,801,Breakup rings find new homes,sadness,4
1052,802,Gronholm ahead as Solberg crashes,joy,3
1053,803,'Norbit' a waste of Murphy,sadness,4
